============================================================================================== 
Warning! Mixing Conda and module environments may lead to corruption of the
user environment. 
We do not recommend users mixing those two environments unless absolutely
necessary. Note that 
SURF does not provide any support for Conda environment.
For more information, please refer to our software policy page:
https://servicedesk.surf.nl/wiki/display/WIKI/Software+policy+Snellius#SoftwarepolicySnellius-UseofAnacondaandMinicondaenvironmentsonSnellius 

Remember that many packages have already been installed on the system and can
be loaded using 
the 'module load <package__name>' command. If you are uncertain if a package is
already available 
on the system, please use 'module avail' or 'module spider' to search for it.
============================================================================================== 
Building Cython extensions...
running build_ext
copying build/lib.linux-x86_64-cpython-310/lean_reinforcement/agent/mcts/mcts_cy/base_mcts_cy.cpython-310-x86_64-linux-gnu.so -> lean_reinforcement/agent/mcts/mcts_cy
copying build/lib.linux-x86_64-cpython-310/lean_reinforcement/agent/mcts/mcts_cy/alphazero_cy.cpython-310-x86_64-linux-gnu.so -> lean_reinforcement/agent/mcts/mcts_cy
copying build/lib.linux-x86_64-cpython-310/lean_reinforcement/agent/mcts/mcts_cy/guidedrollout_cy.cpython-310-x86_64-linux-gnu.so -> lean_reinforcement/agent/mcts/mcts_cy
copying build/lib.linux-x86_64-cpython-310/ReProver/common_cy.cpython-310-x86_64-linux-gnu.so -> ReProver
Starting training run with distributed environment...
wandb: Currently logged in as: gerbennkoopman to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: setting up run niagybp5
wandb: Tracking run with wandb version 0.23.1
wandb: Run data is saved locally in /gpfs/home1/gkoopman/lean_reinforcement/wandb/run-20260116_172304-niagybp5
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run ruby-valley-85
wandb: ⭐️ View project at https://wandb.ai/gerbennkoopman-university-of-amsterdam/lean-reinforcement
wandb: 🚀 View run at https://wandb.ai/gerbennkoopman-university-of-amsterdam/lean-reinforcement/runs/niagybp5
2026-01-16 17:23:06.491 | INFO     | lean_reinforcement.training.trainer:_setup_models:56 - Using checkpoint directory: /gpfs/scratch1/shared/lean-reinforcement/checkpoints
2026-01-16 17:51:45.777 | ERROR    | lean_reinforcement.agent.runner:run:243 - Proof failed after 2 steps and 695.44s.
2026-01-16 17:51:45.777 | WARNING  | lean_reinforcement.agent.runner:run:247 - Final state: LeanError(error='simp made no progress')
2026-01-16 17:51:45.911 | INFO     | lean_reinforcement.utilities.gym:close:108 - Environment closed.
2026-01-16 17:51:46.838 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 1: Applying best tactic: rw [midpoint_comm]
2026-01-16 17:51:47.239 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 2: Running MCTS search for 200 iterations (max 600s)...
2026-01-16 17:51:57.976 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 2: Applying best tactic: exacts [le_rfl, sSup_preimage_unop_le]
2026-01-16 17:51:58.053 | WARNING  | lean_reinforcement.agent.runner:run:206 - Tactic resulted in error: LeanError(error='typeclass instance problem is stuck, it is often due to metavariables\n  Preorder ?m.896939')
2026-01-16 17:51:58.053 | ERROR    | lean_reinforcement.agent.runner:run:243 - Proof failed after 2 steps and 688.21s.
2026-01-16 17:51:58.053 | WARNING  | lean_reinforcement.agent.runner:run:247 - Final state: LeanError(error='typeclass instance problem is stuck, it is often due to metavariables\n  Preorder ?m.896939')
2026-01-16 17:51:58.185 | INFO     | lean_reinforcement.utilities.gym:close:108 - Environment closed.
2026-01-16 17:52:13.561 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 1: Applying best tactic: simp [Measure.restrict_eq_self_of_ae_mem hs]
2026-01-16 17:52:13.635 | WARNING  | lean_reinforcement.agent.runner:run:206 - Tactic resulted in error: LeanError(error="kernel type check failed: (kernel) declaration has free variables '[anonymous]'")
2026-01-16 17:52:13.635 | ERROR    | lean_reinforcement.agent.runner:run:243 - Proof failed after 1 steps and 120.92s.
2026-01-16 17:52:13.635 | WARNING  | lean_reinforcement.agent.runner:run:247 - Final state: LeanError(error="kernel type check failed: (kernel) declaration has free variables '[anonymous]'")
2026-01-16 17:52:13.767 | INFO     | lean_reinforcement.utilities.gym:close:108 - Environment closed.
2026-01-16 17:52:15.440 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 1: Applying best tactic: simp only [hsum, SummableFamily.hahnSeries_smul]
2026-01-16 17:52:15.520 | WARNING  | lean_reinforcement.agent.runner:run:206 - Tactic resulted in error: LeanError(error="unknown constant 'HahnSeries.SummableFamily.hahnSeries_smul'")
2026-01-16 17:52:15.520 | ERROR    | lean_reinforcement.agent.runner:run:243 - Proof failed after 1 steps and 130.41s.
2026-01-16 17:52:15.520 | WARNING  | lean_reinforcement.agent.runner:run:247 - Final state: LeanError(error="unknown constant 'HahnSeries.SummableFamily.hahnSeries_smul'")
2026-01-16 17:52:15.653 | INFO     | lean_reinforcement.utilities.gym:close:108 - Environment closed.
2026-01-16 17:52:16.366 | WARNING  | lean_reinforcement.agent.runner:run:193 - MCTS search returned no action. Stopping.
2026-01-16 17:52:16.366 | ERROR    | lean_reinforcement.agent.runner:run:243 - Proof failed after 2 steps and 207.33s.
2026-01-16 17:52:16.499 | INFO     | lean_reinforcement.utilities.gym:close:108 - Environment closed.
2026-01-16 17:52:47.490 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 2: Applying best tactic: on_goal 1 => infer_instance
2026-01-16 17:52:47.574 | WARNING  | lean_reinforcement.agent.runner:run:206 - Tactic resulted in error: LeanError(error='failed to synthesize\n  Nonempty (V ≃ₗ[K] Dual K V) → FiniteDimensional K V\nuse `set_option diagnostics true` to get diagnostic information')
2026-01-16 17:52:47.574 | ERROR    | lean_reinforcement.agent.runner:run:243 - Proof failed after 2 steps and 700.81s.
2026-01-16 17:52:47.574 | WARNING  | lean_reinforcement.agent.runner:run:247 - Final state: LeanError(error='failed to synthesize\n  Nonempty (V ≃ₗ[K] Dual K V) → FiniteDimensional K V\nuse `set_option diagnostics true` to get diagnostic information')
2026-01-16 17:52:47.706 | INFO     | lean_reinforcement.utilities.gym:close:108 - Environment closed.
2026-01-16 17:53:05.228 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 1: Applying best tactic: rw [upperCrossingTime_succ_eq]
2026-01-16 17:53:05.656 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 2: Running MCTS search for 200 iterations (max 600s)...
2026-01-16 17:53:24.194 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 1: Applying best tactic: ext
2026-01-16 17:53:24.541 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 2: Running MCTS search for 200 iterations (max 600s)...
2026-01-16 17:53:24.541 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 2: Applying best tactic: rfl
2026-01-16 17:53:24.614 | SUCCESS  | lean_reinforcement.agent.runner:run:239 - Proof finished in 2 steps and 598.33s.
2026-01-16 17:53:24.746 | INFO     | lean_reinforcement.utilities.gym:close:108 - Environment closed.
2026-01-16 17:53:36.587 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 1: Applying best tactic: induction x <;> simp [ONote.repr]
2026-01-16 17:53:36.974 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 2: Running MCTS search for 200 iterations (max 600s)...
2026-01-16 17:53:40.905 | INFO     | lean_reinforcement.agent.runner:run:84 - Starting proof search for: CategoryTheory.Limits.cospanExt_inv_app_left
2026-01-16 17:53:41.185 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 1: Running MCTS search for 200 iterations (max 600s)...
2026-01-16 17:53:54.765 | INFO     | lean_reinforcement.agent.runner:run:84 - Starting proof search for: Turing.PartrecToTM2.tr_clear
2026-01-16 17:53:55.038 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 1: Running MCTS search for 200 iterations (max 600s)...
2026-01-16 17:54:43.496 | INFO     | lean_reinforcement.agent.runner:run:84 - Starting proof search for: hasDerivAt_circleMap
2026-01-16 17:54:43.777 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 1: Running MCTS search for 200 iterations (max 600s)...
2026-01-16 17:54:45.846 | INFO     | lean_reinforcement.agent.runner:run:84 - Starting proof search for: Polynomial.roots_prod
2026-01-16 17:54:46.130 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 1: Running MCTS search for 200 iterations (max 600s)...
2026-01-16 17:54:46.403 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 2: Applying best tactic: on_goal 1 => simp [*]
2026-01-16 17:54:46.477 | WARNING  | lean_reinforcement.agent.runner:run:206 - Tactic resulted in error: LeanError(error='simp made no progress')
2026-01-16 17:54:46.477 | ERROR    | lean_reinforcement.agent.runner:run:243 - Proof failed after 2 steps and 497.36s.
2026-01-16 17:54:46.477 | WARNING  | lean_reinforcement.agent.runner:run:247 - Final state: LeanError(error='simp made no progress')
2026-01-16 17:54:46.594 | INFO     | lean_reinforcement.agent.runner:run:84 - Starting proof search for: LocallyLipschitz.const_max
2026-01-16 17:54:46.610 | INFO     | lean_reinforcement.utilities.gym:close:108 - Environment closed.
2026-01-16 17:54:46.886 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 1: Running MCTS search for 200 iterations (max 600s)...
2026-01-16 17:54:51.041 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 1: Applying best tactic: ext
2026-01-16 17:54:51.388 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 2: Running MCTS search for 200 iterations (max 600s)...
2026-01-16 17:54:54.507 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 1: Applying best tactic: simp only [C, zero_add]
2026-01-16 17:54:54.849 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 2: Running MCTS search for 200 iterations (max 600s)...
2026-01-16 17:54:54.849 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 2: Applying best tactic: simp
2026-01-16 17:54:54.930 | SUCCESS  | lean_reinforcement.agent.runner:run:239 - Proof finished in 2 steps and 509.70s.
2026-01-16 17:54:55.062 | INFO     | lean_reinforcement.utilities.gym:close:108 - Environment closed.
2026-01-16 17:55:00.886 | INFO     | lean_reinforcement.agent.runner:run:84 - Starting proof search for: Matrix.cramer_row_self
2026-01-16 17:55:01.174 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 1: Running MCTS search for 200 iterations (max 600s)...
2026-01-16 17:55:02.308 | INFO     | lean_reinforcement.agent.runner:run:84 - Starting proof search for: CompactlySupportedContinuousMap.coe_toContinuousMap
2026-01-16 17:55:02.581 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 1: Running MCTS search for 200 iterations (max 600s)...
2026-01-16 17:55:17.501 | INFO     | lean_reinforcement.training.trainer:_collect_data:315 - Completed 64/128 proofs
2026-01-16 17:55:18.638 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 2: Applying best tactic: rw [upperCrossingTime_succ_eq]
2026-01-16 17:55:18.789 | WARNING  | lean_reinforcement.agent.runner:run:206 - Tactic resulted in error: LeanError(error="tactic 'rewrite' failed, did not find instance of the pattern in the target expression\n  MeasureTheory.upperCrossingTime ?m.446972 ?m.446973 ?m.446974 ?m.446975 (?m.446976 + 1) ?ω\nΩ : Type u_1\nι : Type u_2\nm0 : MeasurableSpace Ω\nμ : MeasureTheory.Measure Ω\na b : ℝ\nf : ℕ → Ω → ℝ\nN n m : ℕ\nω : Ω\nhab : a < b\nhn : MeasureTheory.upperCrossingTime a b f N (n + 1) ω ≠ N\n⊢ MeasureTheory.upperCrossingTime a b f N n ω <\n    MeasureTheory.hitting f (Set.Ici b) (MeasureTheory.lowerCrossingTime a b f N n ω) N ω")
2026-01-16 17:55:18.790 | ERROR    | lean_reinforcement.agent.runner:run:243 - Proof failed after 2 steps and 677.08s.
2026-01-16 17:55:18.790 | WARNING  | lean_reinforcement.agent.runner:run:247 - Final state: LeanError(error="tactic 'rewrite' failed, did not find instance of the pattern in the target expression\n  MeasureTheory.upperCrossingTime ?m.446972 ?m.446973 ?m.446974 ?m.446975 (?m.446976 + 1) ?ω\nΩ : Type u_1\nι : Type u_2\nm0 : MeasurableSpace Ω\nμ : MeasureTheory.Measure Ω\na b : ℝ\nf : ℕ → Ω → ℝ\nN n m : ℕ\nω : Ω\nhab : a < b\nhn : MeasureTheory.upperCrossingTime a b f N (n + 1) ω ≠ N\n⊢ MeasureTheory.upperCrossingTime a b f N n ω <\n    MeasureTheory.hitting f (Set.Ici b) (MeasureTheory.lowerCrossingTime a b f N n ω) N ω")
2026-01-16 17:55:18.922 | INFO     | lean_reinforcement.utilities.gym:close:108 - Environment closed.
2026-01-16 17:55:39.361 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 1: Applying best tactic: dsimp [cospanExt]
2026-01-16 17:55:39.430 | SUCCESS  | lean_reinforcement.agent.runner:run:239 - Proof finished in 1 steps and 118.53s.
2026-01-16 17:55:39.562 | INFO     | lean_reinforcement.utilities.gym:close:108 - Environment closed.
2026-01-16 17:55:53.478 | INFO     | lean_reinforcement.agent.runner:run:84 - Starting proof search for: Function.isEmpty
2026-01-16 17:55:53.751 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 1: Running MCTS search for 200 iterations (max 600s)...
2026-01-16 17:56:16.791 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 1: Applying best tactic: by_cases h : pop' k (branch (fun s => s.elim true p) q)
2026-01-16 17:56:16.949 | WARNING  | lean_reinforcement.agent.runner:run:206 - Tactic resulted in error: LeanError(error="application type mismatch\n  branch (fun s => ?m.501218 s) q\nargument\n  q\nhas type\n  Λ' : Type\nbut is expected to have type\n  TM2.Stmt ?m.501210 ?m.501211 ?m.501212 : Type (max (max (max ?u.501208 ?u.501207) ?u.501206) ?u.501205)\ninvalid field notation, type is not of the form (C ...) where C is a constant\n  s\nhas type\n  ?m.501212")
2026-01-16 17:56:16.949 | ERROR    | lean_reinforcement.agent.runner:run:243 - Proof failed after 1 steps and 142.18s.
2026-01-16 17:56:16.949 | WARNING  | lean_reinforcement.agent.runner:run:247 - Final state: LeanError(error="application type mismatch\n  branch (fun s => ?m.501218 s) q\nargument\n  q\nhas type\n  Λ' : Type\nbut is expected to have type\n  TM2.Stmt ?m.501210 ?m.501211 ?m.501212 : Type (max (max (max ?u.501208 ?u.501207) ?u.501206) ?u.501205)\ninvalid field notation, type is not of the form (C ...) where C is a constant\n  s\nhas type\n  ?m.501212")
2026-01-16 17:56:17.083 | INFO     | lean_reinforcement.utilities.gym:close:108 - Environment closed.
2026-01-16 17:56:18.499 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 1: Applying best tactic: refine Finset.induction_on s (by simp)?_
2026-01-16 17:56:18.564 | WARNING  | lean_reinforcement.agent.runner:run:206 - Tactic resulted in error: LeanError(error='<stdin>:1:38: expected end of input')
2026-01-16 17:56:18.565 | ERROR    | lean_reinforcement.agent.runner:run:243 - Proof failed after 1 steps and 92.72s.
2026-01-16 17:56:18.565 | WARNING  | lean_reinforcement.agent.runner:run:247 - Final state: LeanError(error='<stdin>:1:38: expected end of input')
2026-01-16 17:56:18.698 | INFO     | lean_reinforcement.utilities.gym:close:108 - Environment closed.
2026-01-16 17:56:21.629 | INFO     | lean_reinforcement.agent.runner:run:84 - Starting proof search for: fderiv_continuousMultilinear_apply_const_apply
2026-01-16 17:56:21.899 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 1: Running MCTS search for 200 iterations (max 600s)...
2026-01-16 17:56:24.996 | INFO     | lean_reinforcement.agent.runner:run:84 - Starting proof search for: AddLECancellable.lt_of_tsub_lt_tsub_left_of_le
2026-01-16 17:56:25.268 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 1: Running MCTS search for 200 iterations (max 600s)...
2026-01-16 17:56:30.443 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 1: Applying best tactic: simpa using hf.max_locallyLipschitz
2026-01-16 17:56:30.561 | WARNING  | lean_reinforcement.agent.runner:run:206 - Tactic resulted in error: LeanError(error="invalid field 'max_locallyLipschitz', the environment does not contain 'LocallyLipschitz.max_locallyLipschitz'\n  hf\nhas type\n  LocallyLipschitz f\ninvalid field notation, type is not of the form (C ...) where C is a constant\n  hf\nhas type\n  ∀ (x : α), ∃ K, ∃ t ∈ 𝓝 x, LipschitzOnWith K f t")
2026-01-16 17:56:30.561 | ERROR    | lean_reinforcement.agent.runner:run:243 - Proof failed after 1 steps and 103.97s.
2026-01-16 17:56:30.561 | WARNING  | lean_reinforcement.agent.runner:run:247 - Final state: LeanError(error="invalid field 'max_locallyLipschitz', the environment does not contain 'LocallyLipschitz.max_locallyLipschitz'\n  hf\nhas type\n  LocallyLipschitz f\ninvalid field notation, type is not of the form (C ...) where C is a constant\n  hf\nhas type\n  ∀ (x : α), ∃ K, ∃ t ∈ 𝓝 x, LipschitzOnWith K f t")
2026-01-16 17:56:30.693 | INFO     | lean_reinforcement.utilities.gym:close:108 - Environment closed.
2026-01-16 17:56:50.704 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 2: Applying best tactic: simp [Function.comp_apply]
2026-01-16 17:56:50.777 | SUCCESS  | lean_reinforcement.agent.runner:run:239 - Proof finished in 2 steps and 582.07s.
2026-01-16 17:56:50.909 | INFO     | lean_reinforcement.utilities.gym:close:108 - Environment closed.
2026-01-16 17:56:51.766 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 1: Applying best tactic: simp only [toContinuousMap_apply]
2026-01-16 17:56:51.830 | WARNING  | lean_reinforcement.agent.runner:run:206 - Tactic resulted in error: LeanError(error='simp made no progress')
2026-01-16 17:56:51.830 | ERROR    | lean_reinforcement.agent.runner:run:243 - Proof failed after 1 steps and 109.52s.
2026-01-16 17:56:51.830 | WARNING  | lean_reinforcement.agent.runner:run:247 - Final state: LeanError(error='simp made no progress')
2026-01-16 17:56:51.961 | INFO     | lean_reinforcement.utilities.gym:close:108 - Environment closed.
2026-01-16 17:56:54.792 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 1: Applying best tactic: rcases eq_or_ne a b with (rfl | hab)
2026-01-16 17:56:55.146 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 2: Running MCTS search for 200 iterations (max 587s)...
2026-01-16 17:57:10.700 | INFO     | lean_reinforcement.agent.runner:run:84 - Starting proof search for: Nat.coprime_add_self_left
2026-01-16 17:57:10.976 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 1: Running MCTS search for 200 iterations (max 600s)...
2026-01-16 17:57:26.980 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 1: Applying best tactic: infer_instance
2026-01-16 17:57:27.055 | WARNING  | lean_reinforcement.agent.runner:run:206 - Tactic resulted in error: LeanError(error='failed to synthesize\n  IsEmpty α\nuse `set_option diagnostics true` to get diagnostic information')
2026-01-16 17:57:27.055 | ERROR    | lean_reinforcement.agent.runner:run:243 - Proof failed after 1 steps and 93.58s.
2026-01-16 17:57:27.056 | WARNING  | lean_reinforcement.agent.runner:run:247 - Final state: LeanError(error='failed to synthesize\n  IsEmpty α\nuse `set_option diagnostics true` to get diagnostic information')
2026-01-16 17:57:27.189 | INFO     | lean_reinforcement.utilities.gym:close:108 - Environment closed.
2026-01-16 17:57:33.721 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 2: Applying best tactic: dsimp [PreservesCoequalizer.iso]
2026-01-16 17:57:34.278 | WARNING  | lean_reinforcement.agent.runner:run:110 - Only 27.6s remaining (< 30s minimum). Stopping to avoid partial search.
2026-01-16 17:57:34.279 | ERROR    | lean_reinforcement.agent.runner:run:243 - Proof failed after 3 steps and 1172.37s.
2026-01-16 17:57:34.412 | INFO     | lean_reinforcement.utilities.gym:close:108 - Environment closed.
2026-01-16 17:57:34.691 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 1: Applying best tactic: simp [cramer_apply, h]
2026-01-16 17:57:34.810 | WARNING  | lean_reinforcement.agent.runner:run:206 - Tactic resulted in error: LeanError(error='simp made no progress')
2026-01-16 17:57:34.810 | ERROR    | lean_reinforcement.agent.runner:run:243 - Proof failed after 1 steps and 153.92s.
2026-01-16 17:57:34.810 | WARNING  | lean_reinforcement.agent.runner:run:247 - Final state: LeanError(error='simp made no progress')
2026-01-16 17:57:34.943 | INFO     | lean_reinforcement.utilities.gym:close:108 - Environment closed.
2026-01-16 17:57:58.256 | INFO     | lean_reinforcement.agent.runner:run:84 - Starting proof search for: Subgroup.mk_eq_one
2026-01-16 17:57:58.548 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 1: Running MCTS search for 200 iterations (max 600s)...
2026-01-16 17:57:59.673 | INFO     | lean_reinforcement.agent.runner:run:84 - Starting proof search for: transitive_le
2026-01-16 17:57:59.972 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 1: Running MCTS search for 200 iterations (max 600s)...
2026-01-16 17:58:30.242 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 1: Applying best tactic: simp only [fderiv, ContinuousMultilinearMap.id_apply]
2026-01-16 17:58:30.368 | WARNING  | lean_reinforcement.agent.runner:run:206 - Tactic resulted in error: LeanError(error="unknown constant 'ContinuousMultilinearMap.id_apply'")
2026-01-16 17:58:30.368 | ERROR    | lean_reinforcement.agent.runner:run:243 - Proof failed after 1 steps and 128.74s.
2026-01-16 17:58:30.368 | WARNING  | lean_reinforcement.agent.runner:run:247 - Final state: LeanError(error="unknown constant 'ContinuousMultilinearMap.id_apply'")
2026-01-16 17:58:30.501 | INFO     | lean_reinforcement.utilities.gym:close:108 - Environment closed.
2026-01-16 17:58:51.739 | INFO     | lean_reinforcement.agent.runner:run:84 - Starting proof search for: SetTheory.PGame.isOption_neg
2026-01-16 17:58:51.886 | INFO     | lean_reinforcement.agent.runner:run:84 - Starting proof search for: Multiset.coe_mk
2026-01-16 17:58:52.031 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 1: Running MCTS search for 200 iterations (max 600s)...
2026-01-16 17:58:52.179 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 1: Running MCTS search for 200 iterations (max 600s)...
2026-01-16 17:58:52.829 | INFO     | lean_reinforcement.agent.runner:run:84 - Starting proof search for: SignType.mul_assoc
2026-01-16 17:58:53.111 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 1: Running MCTS search for 200 iterations (max 600s)...
2026-01-16 17:59:02.657 | INFO     | lean_reinforcement.agent.runner:run:84 - Starting proof search for: ContinuousOn.mono_rng
2026-01-16 17:59:02.929 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 1: Running MCTS search for 200 iterations (max 600s)...
2026-01-16 17:59:05.117 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 1: Applying best tactic: exact transitive_le
2026-01-16 17:59:05.190 | WARNING  | lean_reinforcement.agent.runner:run:206 - Tactic resulted in error: LeanError(error="kernel type check failed: (kernel) declaration has free variables '[anonymous]'")
2026-01-16 17:59:05.190 | ERROR    | lean_reinforcement.agent.runner:run:243 - Proof failed after 1 steps and 65.52s.
2026-01-16 17:59:05.190 | WARNING  | lean_reinforcement.agent.runner:run:247 - Final state: LeanError(error="kernel type check failed: (kernel) declaration has free variables '[anonymous]'")
2026-01-16 17:59:05.322 | INFO     | lean_reinforcement.utilities.gym:close:108 - Environment closed.
2026-01-16 17:59:09.415 | INFO     | lean_reinforcement.agent.runner:run:84 - Starting proof search for: MulOpposite.unop_bijective
2026-01-16 17:59:09.685 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 1: Running MCTS search for 200 iterations (max 600s)...
2026-01-16 17:59:10.353 | INFO     | lean_reinforcement.agent.runner:run:84 - Starting proof search for: MeasureTheory.addContent_biUnion_le
2026-01-16 17:59:10.632 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 1: Running MCTS search for 200 iterations (max 600s)...
2026-01-16 18:00:11.294 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 1: Applying best tactic: simp [mkToType]
2026-01-16 18:00:11.356 | SUCCESS  | lean_reinforcement.agent.runner:run:239 - Proof finished in 1 steps and 79.47s.
2026-01-16 18:00:11.488 | INFO     | lean_reinforcement.utilities.gym:close:108 - Environment closed.
2026-01-16 18:00:15.750 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 1: Applying best tactic: ext
2026-01-16 18:00:16.076 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 2: Running MCTS search for 200 iterations (max 599s)...
2026-01-16 18:00:20.366 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 1: Applying best tactic: apply SignType.ext
2026-01-16 18:00:20.431 | WARNING  | lean_reinforcement.agent.runner:run:206 - Tactic resulted in error: LeanError(error="unknown constant 'SignType.ext'")
2026-01-16 18:00:20.431 | ERROR    | lean_reinforcement.agent.runner:run:243 - Proof failed after 1 steps and 87.60s.
2026-01-16 18:00:20.431 | WARNING  | lean_reinforcement.agent.runner:run:247 - Final state: LeanError(error="unknown constant 'SignType.ext'")
2026-01-16 18:00:20.564 | INFO     | lean_reinforcement.utilities.gym:close:108 - Environment closed.
2026-01-16 18:00:23.098 | INFO     | lean_reinforcement.agent.runner:run:84 - Starting proof search for: LinearMap.mkContinuousOfExistsBound_coe
2026-01-16 18:00:23.369 | INFO     | lean_reinforcement.agent.runner:run:135 - Step 1: Running MCTS search for 200 iterations (max 600s)...
2026-01-16 18:00:34.765 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 1: Applying best tactic: simp only [IsOption, and_congr_right_iff]
2026-01-16 18:00:34.829 | WARNING  | lean_reinforcement.agent.runner:run:206 - Tactic resulted in error: LeanError(error='simp made no progress')
2026-01-16 18:00:34.829 | ERROR    | lean_reinforcement.agent.runner:run:243 - Proof failed after 1 steps and 103.09s.
2026-01-16 18:00:34.829 | WARNING  | lean_reinforcement.agent.runner:run:247 - Final state: LeanError(error='simp made no progress')
2026-01-16 18:00:34.962 | INFO     | lean_reinforcement.utilities.gym:close:108 - Environment closed.
2026-01-16 18:00:59.291 | INFO     | lean_reinforcement.agent.runner:run:197 - Step 1: Applying best tactic: rw [continuousOn_def] at h₂ ⊢
2026-01-16 18:00:59.433 | WARNING  | lean_reinforcement.agent.runner:run:206 - Tactic resulted in error: LeanError(error="tactic 'rewrite' failed, equality or iff proof expected\n  ?m.174575\nα✝ : Type u_1\nβ✝ : Type u_2\nγ : Type u_3\nδ : Type u_4\ninst✝⁴ : TopologicalSpace α✝\nι : Type u_5\nπ : ι → Type u_6\ninst✝³ : (i : ι) → TopologicalSpace (π i)\ninst✝² : TopologicalSpace β✝\ninst✝¹ : TopologicalSpace γ\ninst✝ : TopologicalSpace δ\nα : Type u_7\nβ : Type u_8\nt₁ : TopologicalSpace α\nt₂ t₃ : TopologicalSpace β\nh₁ : t₂ ≤ t₃\ns : Set α\nf : α → β\nh₂ : ContinuousOn f s\n⊢ ContinuousOn f s")
2026-01-16 18:00:59.434 | ERROR    | lean_reinforcement.agent.runner:run:243 - Proof failed after 1 steps and 116.78s.
2026-01-16 18:00:59.434 | WARNING  | lean_reinforcement.agent.runner:run:247 - Final state: LeanError(error="tactic 'rewrite' failed, equality or iff proof expected\n  ?m.174575\nα✝ : Type u_1\nβ✝ : Type u_2\nγ : Type u_3\nδ : Type u_4\ninst✝⁴ : TopologicalSpace α✝\nι : Type u_5\nπ : ι → Type u_6\ninst✝³ : (i : ι) → TopologicalSpace (π i)\ninst✝² : TopologicalSpace β✝\ninst✝¹ : TopologicalSpace γ\ninst✝ : TopologicalSpace δ\nα : Type u_7\nβ : Type u_8\nt₁ : TopologicalSpace α\nt₂ t₃ : TopologicalSpace β\nh₁ : t₂ ≤ t₃\ns : Set α\nf : α → β\nh₂ : ContinuousOn f s\n⊢ ContinuousOn f s")
2026-01-16 18:00:59.567 | INFO     | lean_reinforcement.utilities.gym:close:108 - Environment closed.
2026-01-16 18:01:00.102 | INFO     | lean_reinforcement.training.trainer:_collect_data:315 - Completed 80/128 proofs
